Stable ID,Category,Title,Issue,Advice,Examples – Pass,Examples – Fail,Accessibility Consideration,References,Rationale,Enforcement Level,Roles,Severity,Metrics Affected,Platform-wise Applicability,Page-wise Applicability,Component-wise Applicability,Context-wise Applicability,Evidence Type,AI Support,Confidence Weight,Version
PLD-032,Page Layout and Visual Design,Ensure interface affordances clearly communicate functionality,• Interactive elements lack clear affordances. • Users cannot predict what is clickable. • Errors and hesitation increase.,"• Use clear shapes, colors, icons, and states for interactivity. • Provide hover, focus, active, and disabled states. • Meet minimum touch target sizes.","• Buttons have clear depth, states, and labels; links are distinct.",• Interactive items look like static content.,• Clear affordances and states support keyboard and screen reader users.,"WCAG 2.1 SC 1.3.1, 3.2.4; GIGW 3.0 – 5.1",Clear affordances are foundational to predictable interaction and efficient task completion.,Foundational,"Designer, Developer",Big Issue,"Task failure, Misclicks",Mobile App,Common,"Buttons, Inputs, Links",Action initiation,"Visual, Interaction",Deterministic,0.9,v3.0.0
PLD-033,Page Layout and Visual Design,Use rich media purposefully to enhance understanding without clutter,"• Rich media is overused or decorative without informational value. • Media causes clutter, distraction, or accessibility barriers. • Performance and comprehension are negatively impacted.","• Use images, videos, audio, and animations only when they aid understanding. • Provide alt text, captions, transcripts, and user controls. • Respect reduced-motion preferences and optimize performance.","• Images have meaningful alt text, videos include captions, animations are subtle and optional.","• Decorative images without alt text, autoplay videos, excessive animations.","• Non-text alternatives, captions, audio controls, and reduced motion support users with visual, auditory, or vestibular impairments.","GIGW 3.0 – 5.1; WCAG 2.1 SC 1.1.1, 1.4.2","Purposeful rich media improves comprehension while avoiding cognitive overload, accessibility violations, and performance degradation.",Optimizing,"Designer, Developer",Medium Issue,"Comprehension, Page performance, Cognitive load",Mobile App,Common,"Images, Video, Audio, Animations",Content explanation,"Visual, Content",Evaluative,0.8,v3.0.0
PLD-034,Page Layout and Visual Design,Implement platform-specific design patterns while maintaining unified brand identity,• Native platform conventions are ignored. • Interfaces feel unfamiliar or inconsistent with OS expectations. • Brand identity becomes fragmented across platforms.,"• Follow iOS HIG and Material Design guidelines per platform. • Use native components and gestures. • Maintain DBIM colors, typography intent, and branding consistently.","• iOS uses tab bars and SF symbols; Android uses Material components, both retaining DBIM branding.",• Same UI patterns forced across iOS and Android without adaptation.,• Native components improve accessibility support provided by the operating system.,GIGW 3.0 – 5.1; DBIM Section 8,Respecting platform conventions reduces learning effort while a unified brand system preserves trust and recognition.,Optimizing,"Designer, Developer",Medium Issue,"Learnability, User trust",Mobile App,Common,"Navigation, Controls",Cross-platform experience,"Visual, System",Evaluative,0.75,v3.0.0
RES-001,Responsiveness,Maintain consistent branding across all screen sizes,"• Logos, colours, or fonts change across breakpoints. • Brand recognition weakens on smaller screens. • Visual trust is reduced.","• Use reusable branding components and a unified style guide. • Lock logo placement, colour tokens, and font families across breakpoints.","• Logo, colours, and fonts remain identical on desktop and mobile views.",• Logo disappears or colours/fonts change on mobile view.,• Consistent branding improves recognition for users with cognitive impairments and reduces disorientation.,GIGW 3.0 – 2.1.4; DBIM Branding Guidelines; BIS IS 17428:2020; BIS IS 17802:2022,"Branding consistency across responsive layouts reinforces trust, legitimacy, and recognition for government services.",Optimizing,"Designer, Developer",Small Issue,"User trust, Brand recall",Website (Desktop); Website (Mobile View); Mobile App,Common,"Header, Footer, Typography",Responsive layout,Visual,Deterministic,0.9,v3.0.0
RES-002,Responsiveness,Design touch-friendly elements with adequate spacing,• Buttons and links are too small or too close. • Accidental taps occur. • Mobile usability degrades.,• Maintain minimum 48×48px touch targets. • Keep 8–12px spacing between interactive elements. • Design for finger ergonomics.,"• Buttons are large, well-spaced, and easy to tap on mobile.","• Small, tightly packed buttons cause mis-taps.",• Adequate target size and spacing support users with motor impairments.,GIGW 3.0 – 6.3.3; BIS IS 17802 (Part 2) 10.3.2; WCAG 2.2 SC 2.5.8,"Proper touch spacing reduces errors, frustration, and task failure on touch devices.",Foundational,"Designer, Developer",Big Issue,"Task failure, Rage clicks",Website (Mobile View); Mobile App,Common,"Buttons, Links",Touch interaction,"Visual, Interaction",Deterministic,0.9,v3.0.0
RES-003,Responsiveness,Optimize images and media for responsive resizing,• Images do not resize correctly across screens. • Layout breaks or content overflows. • Performance suffers.,• Use responsive images with srcset. • Compress media and prevent fixed dimensions. • Ensure images reflow correctly.,• Images resize fluidly without distortion across breakpoints.,• Images overflow containers or appear cropped on small screens.,• Responsive images support zoom and reflow for low-vision users.,GIGW 3.0 – 6.3.4; WCAG 2.1 SC 1.4.10; BIS IS 17802 (Part 2) 10.2.4,"Responsive media preserves visual integrity, performance, and accessibility across devices.",Optimizing,"Designer, Developer",Medium Issue,"Layout stability, Page speed",Website (Desktop); Website (Mobile View),Common,"Images, Media",Responsive content,"Visual, DOM",Evaluative,0.8,v3.0.0
RES-004,Responsiveness,Optimize performance for mobile devices,• Heavy files and scripts slow mobile loading. • Users abandon pages. • Battery and data usage increase.,"• Minify CSS/JS, compress media. • Lazy-load non-critical content. • Prioritize above-the-fold resources.",• Pages load quickly on mobile under typical network conditions.,• Long load times due to large scripts and media.,• Faster performance benefits users with limited bandwidth or assistive technologies.,GIGW 3.0 – 6.2.2; WCAG 2.2 SC 2.2.1,"Mobile performance optimization directly impacts usability, retention, and service completion.",Foundational,Developer,Big Issue,"Drop-offs, Page load time",Website (Mobile View); Mobile App,Common,"Scripts, Media",Mobile performance,System,Deterministic,0.9,v3.0.0
RES-005,Responsiveness,Use responsive containers to maintain layout structure,• Fixed widths break layout on different screens. • Content alignment becomes inconsistent.,• Use container-based layouts with breakpoints. • Avoid hardcoded widths. • Apply adaptive spacing.,• Layout scales proportionally across screen sizes.,• Fixed-width layouts cause horizontal scrolling.,• Proper reflow supports users who zoom or use small screens.,DBIM Responsive Design Guidelines; WCAG 2.2 SC 1.4.10; GIGW 3.0 Layout Consistency,Responsive containers ensure structural consistency and predictable navigation across devices.,Optimizing,"Designer, Developer",Medium Issue,"Layout breakage, Usability",Website (Desktop); Website (Mobile View),Common,Layout containers,Responsive structure,"DOM, Visual",Evaluative,0.75,v3.0.0
RES-006,Responsiveness,"Implement a flexible, adaptive grid layout across devices",• Layout does not adapt smoothly across screen sizes. • Alignment breaks on smaller devices.,"• Use a responsive grid (e.g., 12-column) with CSS Grid/Flexbox. • Define gutters and responsive breakpoints.","• Grid reflows correctly across desktop, mobile view, and app screens.",• Fixed columns cause overlap or horizontal scroll.,• Proper reflow supports zoom and small screens without loss of content.,WCAG 2.1 SC 1.4.10; GIGW 3.0 – 2.2.1; BIS IS 17802:2022 Part 2 – 4.3.2,"Adaptive grids preserve structure and predictability across devices, reducing usability errors.",Optimizing,"Designer, Developer",Medium Issue,"Layout stability, Task efficiency",Website (Desktop); Website (Mobile View); Mobile App,Common,"Layout grid, Containers",Responsive layout,"DOM, Visual",Evaluative,0.75,v3.0.0
RES-007,Responsiveness,Adjust text size and line height for readable content across devices,• Text is too small or dense on some screens. • Users must zoom to read.,• Use relative units (rem/em). • Maintain line height 1.4–1.6 and optimal line length.,• Text remains readable without zoom on all devices.,• Fixed px fonts cause cramped or tiny text on mobile.,• Supports text resizing and readability for low-vision users.,"WCAG 2.1 SC 1.4.4, 1.4.12; GIGW 3.0 Accessibility",Responsive typography improves comprehension and reduces visual strain.,Optimizing,"Designer, Developer",Medium Issue,"Readability, Content comprehension",Website (Desktop); Website (Mobile View),Common,"Text, Paragraphs",Content reading,Visual,Evaluative,0.75,v3.0.0
